generation,leftchild,rightchild,abstime,betainit,betashift
1350000,Xanthichthys_ringens,NA,18.9613,1.49886,-0.0307731
1355000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000164258,-0.00352305
1360000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000237871,0.0115702
1365000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000179499,-0.00369077
1370000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000308109,-0.0162027
1375000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000466524,-0.0247108
1380000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00030166,0.0154368
1385000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000218685,-0.00196655
1390000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000162423,0.106904
1395000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000227193,-0.00779064
1400000,Rhinecanthus_aculeatus,Melichthys_niger,0,9.32092e-05,0.0584607
1405000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000334359,0.0145618
1410000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000256321,0.0532496
1415000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000125068,0.0618609
1420000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000204177,0.0430107
1425000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000370243,-0.0440811
1430000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000457697,-0.0370793
1435000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000288502,0.0120133
1440000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000227546,0.0631823
1445000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000156401,0.027221
1450000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00016246,0.0665453
1455000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00015096,0.0749052
1460000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000166268,0.0328649
1465000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000286304,-0.0234379
1470000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000170898,0.0627344
1475000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000330762,-0.0335348
1480000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000658177,-0.0379372
1485000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000216166,0.0349929
1490000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000191986,0.0257809
1495000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000316402,-0.0125269
1500000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000292893,-0.0557662
1505000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000929223,-0.0597004
1510000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00142486,-0.100509
1515000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000448723,-0.0727123
1520000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000668144,-0.0458234
1525000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000538865,-0.043125
1530000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000329799,-0.00250014
1535000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000482865,-0.0301272
1540000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00126218,-0.110285
1545000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00063707,-0.0483847
1550000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000328981,-0.018768
1555000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00025513,0.0130691
1560000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000242464,0.0103744
1565000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000191962,0.0343418
1570000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000184716,0.0569387
1575000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00012647,0.0913064
1580000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000276243,0.0438024
1585000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000220187,0.0330391
1590000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000203026,0.0446533
1595000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00059897,-0.0386366
1600000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000223033,0.031445
1605000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000260781,0.0167225
1610000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000401324,-0.0120328
1615000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000260163,0.00993819
1620000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000419781,0.03662
1625000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00117446,-0.0971814
1630000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000293585,0.103531
